Venue Name,Phone Number,Website Address,Physical Address,City,State,Hours of Operation,PokerAtlas URL,Successfully Scraped,Notes/Source of Truth
"Spirit Lake Casino","(701) 766-4800","https://spiritlakecasino.com","7300 6th St N, Spirit Lake, ND 58370, St Michael, ND","St Michael","ND","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/spirit-lake-casino/tournaments",No,"URL needs verification"
"West Fargo Poker Club","(701) 282-1234","https://westfargopoker.com","1350 9th St E, West Fargo, ND 58078, West Fargo, ND","West Fargo","ND","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/west-fargo-poker-club/tournaments",No,"URL needs verification"
"Williston Poker Room","(701) 572-1234","https://willistonpoker.com","3100 2nd Ave W, Williston, ND 58801, Williston, ND","Williston","ND","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/williston-poker-room/tournaments",No,"URL needs verification"
"Grand Island Casino","(308) 382-1234","https://grandislandcasino.com","111 S Locust St, Grand Island, NE 68801, Grand Island, NE","Grand Island","NE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-island-casino/tournaments",No,"URL needs verification"
"Iron Horse Casino","(402) 695-0180","https://winnebagocasinos.com","1106 S Main St, Emerson, NE 68733, Emerson, NE","Emerson","NE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/iron-horse-casino/tournaments",No,"URL needs verification"
"Ohiya Casino","(402) 857-3860","https://ohiyacasino.com","53142 Hwy 12, Niobrara, NE 68760, Niobrara, NE","Niobrara","NE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ohiya-casino/tournaments",No,"URL needs verification"
"WarHorse Casino Lincoln","(402) 413-1234","https://warhorsecasino.com","6301 S 84th St, Lincoln, NE 68516, Lincoln, NE","Lincoln","NE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/warhorse-casino-lincoln/tournaments",No,"URL verified - pending scrape"
"WarHorse Casino Omaha","(402) 932-1234","https://warhorsecasino.com","1 WarHorse Way, Omaha, NE 68137, Omaha, NE","Omaha","NE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/warhorse-casino-omaha/tournaments",No,"URL verified - pending scrape"
"Concord Poker Room","(603) 228-1234","https://concordpoker.com","170 N Main St, Concord, NH 03301, Concord, NH","Concord","NH","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/concord-poker-room/tournaments",No,"URL needs verification"
"Derry Poker Room","(603) 432-1234","https://derrypoker.com","50 Crystal Ave, Derry, NH 03038, Derry, NH","Derry","NH","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/derry-poker-room/tournaments",No,"URL needs verification"
"Filotimo Casino","(603) 668-6591","https://revocasino.com/revo-manchester","1279 S Willow St, Manchester, NH 03103, Claremont, NH","Claremont","NH","8a-1a (Sun-Wed) | 8a-4a (Thu-Sat)","https://www.pokeratlas.com/poker-room/filotimo-casino/tournaments",No,"URL needs verification"
"Hampton Falls Poker Room","(603) 929-1234","https://nhpoker.com","1 Ocean Blvd, Hampton Falls, NH 03844, Hampton Falls, NH","Hampton Falls","NH","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/hampton-falls-poker-room/tournaments",No,"URL needs verification"
"Manchester Poker Club","(603) 669-1234","https://manchesterpoker.com","935 Elm St, Manchester, NH 03101, Manchester, NH","Manchester","NH","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/manchester-poker-club/tournaments",No,"URL needs verification"
"Portsmouth Poker","(603) 433-1234","https://portsmouthpoker.com","375 U.S. Route 1 Byp, Portsmouth, NH 03801, Portsmouth, NH","Portsmouth","NH","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/portsmouth-poker/tournaments",No,"URL needs verification"
"Seabrook Poker Room","(603) 474-1234","https://seabrookpoker.com","380 Lafayette Rd, Seabrook, NH 03874, Seabrook, NH","Seabrook","NH","Daily | Daily","https://www.pokeratlas.com/poker-room/seabrook-poker-room/tournaments",No,"URL needs verification"
"The Brook Casino","(603) 474-3065","https://livefreeandplay.com/casino/poker","319 New Zealand Rd, Seabrook, NH 03874, Seabrook, NH","Seabrook","NH","9am-12am (Sun-Thu) | 9am-1am (Fri-Sat)","https://www.pokeratlas.com/poker-room/the-brook-casino/tournaments",No,"URL needs verification"
"Borgata Hotel Casino","(609) 317-8257","https://borgata.mgmresorts.com/en/casino/poker.html","1 Borgata Way, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/borgata-hotel-casino/tournaments",No,"URL needs verification"
"Borgata Hotel Casino & Spa","(609) 317-8257","https://borgata.mgmresorts.com/en/casino/poker.html","1 Borgata Way, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/borgata-hotel-casino-spa/tournaments",No,"Scrape failed - needs retry"
"Borgata Poker Room","(609) 317-1000","https://theborgata.com","1 Borgata Way, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/borgata-poker-room/tournaments",No,"URL needs verification"
"Caesars Atlantic City","(609) 348-4411","https://caesars.com/caesars-ac/poker","2100 Pacific Avenue, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/caesars-atlantic-city/tournaments",No,"URL needs verification"
"Hard Rock Atlantic City","(609) 449-1000","https://hardrockhotelatlanticcity.com","1000 Boardwalk, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hard-rock-hotel-casino-atlantic-city/tournaments",No,"URL verified - pending scrape"
"Harrahs Atlantic City","(609) 441-5741","https://caesars.com/harrahs-ac/casino/poker-room","777 Harrah's Blvd, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","11am-6am | 24 Hours (Fri-Sun)","https://www.pokeratlas.com/poker-room/harrahs-atlantic-city/tournaments",No,"Scrape failed - needs retry"
"Harrahs Atlantic City Poker","(609) 441-5000","https://caesars.com/harrahs-ac","777 Harrahs Blvd, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/golden-nugget-atlantic-city/tournaments",No,"Scrape failed - needs retry"
"Harrahs Resort Atlantic City","(609) 441-5741","https://caesars.com/harrahs-ac/casino/poker-room","777 Harrah's Blvd, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","11am-6am | 24 Hours (Fri-Sun)","https://www.pokeratlas.com/poker-room/harrahs-resort-atlantic-city/tournaments",No,"URL needs verification"
"Ocean Casino Resort","(609) 783-8000","https://theoceanac.com","500 Boardwalk, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ocean-casino-resort/tournaments",No,"Scrape failed - needs retry"
"Tropicana Atlantic City","(609) 340-4171","https://caesars.com/tropicana-ac/casino/poker-room","2831 Boardwalk, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","11am-5am | 24 Hours (Fri-Sun)","https://www.pokeratlas.com/poker-room/tropicana-atlantic-city/tournaments",No,"URL verified - pending scrape"
"Tropicana Atlantic City Poker","(609) 340-4000","https://tropicana.net","2831 Boardwalk, Atlantic City, NJ 08401, Atlantic City, NJ","Atlantic City","NJ","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/tropicana-atlantic-city-poker/tournaments",No,"URL needs verification"
"Inn of the Mountain Gods","(575) 464-7777","https://innofthemountaingods.com","287 Carrizo Canyon Rd, Mescalero, NM 88340, Mescalero, NM","Mescalero","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/inn-mountain-gods-resort-casino/tournaments",No,"URL verified - pending scrape"
"Isleta Casino","(505) 724-3800","https://isletacasino.com","11000 Broadway Blvd SE, Albuquerque, NM 87105, Albuquerque, NM","Albuquerque","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isleta-casino/tournaments",No,"URL needs verification"
"Isleta Resort & Casino","(505) 452-5500","https://isleta.com","11000 Broadway SE, Albuquerque, NM 87105, Albuquerque, NM","Albuquerque","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isleta-resort-and-casino/tournaments",No,"URL needs verification"
"Isleta Resort Casino","(505) 452-5500","https://isleta.com","11000 Broadway SE, Albuquerque, NM 87105, Albuquerque, NM","Albuquerque","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isleta-resort-casino/tournaments",No,"URL needs verification"
"Sandia Casino","(505) 796-7500","https://sandiacasino.com","30 Rainbow Rd NE, Albuquerque, NM 87113, Albuquerque, NM","Albuquerque","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sandia-casino/tournaments",No,"URL needs verification"
"Sandia Resort & Casino","(505) 724-3800","https://sandiapokertulsa.com","30 Rainbow Rd NE, Albuquerque, NM 87113, Albuquerque, NM","Albuquerque","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sandia-resort-casino/tournaments",No,"Scrape failed - needs retry"
"Santa Ana Star Casino","(505) 867-0000","https://santaanastar.com","54 Jemez Canyon Dam Rd, Bernalillo, NM 87004, Bernalillo, NM","Bernalillo","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/santa-ana-star-casino/tournaments",No,"URL needs verification"
"SunRay Park Casino","(505) 566-1200","https://sunrayparkandcasino.com","39 Road 5568, Farmington, NM 87401, Farmington, NM","Farmington","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sunray-park-casino/tournaments",No,"URL needs verification"
"Zia Park Casino","(575) 492-7000","https://ziapark.com","3901 W Millen Dr, Hobbs, NM 88240, Hobbs, NM","Hobbs","NM","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/zia-park-casino/tournaments",No,"URL needs verification"
"Aquarius Casino","(702) 298-5111","https://aquariuscasinoresort.com","1900 S Casino Dr, Laughlin, NV 89029, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aquarius-casino/tournaments",No,"URL needs verification"
"Aria Casino","(702) 693-7111","https://aria.mgmresorts.com","2880 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aria-casino/tournaments",No,"URL needs verification"
"Aria Casino Poker","(702) 590-7757","https://aria.mgmresorts.com","3730 Las Vegas Blvd S, Las Vegas, NV 89158, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aria-casino-poker/tournaments",No,"URL needs verification"
"Aria Poker Room","(702) 693-7111","https://aria.mgmresorts.com","2880 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aria/tournaments",No,"URL verified - pending scrape"
"Arizona Charlies Decatur","(702) 258-5200","https://arizonacharliesdecatur.com","740 S Decatur Blvd, Las Vegas, NV 89107, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/arizona-charlies-decatur/tournaments",No,"URL needs verification"
"Atlantis Casino","(775) 825-4700","https://atlantiscasino.com","3800 S Virginia St, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/atlantis-casino/tournaments",No,"URL needs verification"
"Atlantis Casino Reno","(775) 954-4142","https://atlantiscasino.com/poker","3800 S Virginia St, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/circus-circus-reno/tournaments",No,"Scrape failed - needs retry"
"Atlantis Casino Resort Spa","(775) 954-4142","https://atlantiscasino.com/poker","3800 S Virginia St, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/atlantis-casino-resort-spa/tournaments",No,"URL verified - pending scrape"
"Avi Casino","(702) 535-5555","https://avicasino.com","10000 Aha Macav Pkwy, Laughlin, NV 89029, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/avi-casino/tournaments",No,"URL needs verification"
"Bellagio","(702) 693-8100","https://bellagio.mgmresorts.com","3600 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bellagio/tournaments",No,"Scrape failed - needs retry"
"Bighorn Casino","(702) 642-1940","https://bighorncasino.net","3016 E Lake Mead Blvd, North Las Vegas, NV 89030, North Las Vegas, NV","North Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bighorn-casino/tournaments",No,"URL needs verification"
"Binions Gambling Hall","(702) 382-1600","https://binions.com","128 Fremont St, Las Vegas, NV 89101, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/binions-gambling-hall/tournaments",No,"URL needs verification"
"Boulder Station","(702) 432-7777","https://boulderstation.sclv.com","4111 Boulder Hwy, Las Vegas, NV 89121, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/boulder-station-hotel-casino/tournaments",No,"Scrape failed - needs retry"
"Caesars Palace Poker","(702) 731-7110","https://caesars.com/caesars-palace","3570 Las Vegas Blvd S, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/caesars-palace/tournaments",No,"URL verified - pending scrape"
"CasaBlanca Casino","(702) 346-7529","https://casablancaresort.com","950 W Mesquite Blvd, Mesquite, NV 89027, Mesquite, NV","Mesquite","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/casablanca-casino/tournaments",No,"URL needs verification"
"Circus Circus Las Vegas","(702) 734-0410","https://circuscircus.mgmresorts.com","2901 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/circus-circus-las-vegas/tournaments",No,"URL verified - pending scrape"
"Club Fortune Casino","(702) 566-5555","https://clubfortunecasino.com","725 S Racetrack Rd, Henderson, NV 89015, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/club-fortune-casino/tournaments",No,"URL needs verification"
"Cosmopolitan of Las Vegas","(702) 590-8888","https://cosmopolitanlasvegas.com","3770 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/cosmopolitan-of-las-vegas/tournaments",No,"URL needs verification"
"Edge Water Casino","(702) 298-2453","https://edgewater-casino.com","2020 S Casino Dr, Laughlin, NV 89029, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/edge-water-casino/tournaments",No,"URL needs verification"
"El Cortez Poker","(702) 385-5200","https://elcortezhotelcasino.com","600 Fremont St, Las Vegas, NV 89101, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/el-cortez-poker/tournaments",No,"URL needs verification"
"Eldorado Casino Henderson","(702) 564-1811","https://eldoradocasino.com","140 Water St, Henderson, NV 89015, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/eldorado-casino-henderson/tournaments",No,"URL needs verification"
"Eldorado Reno","(775) 786-5700","https://eldoradoreno.com","345 N Virginia St, Reno, NV 89501, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/eldorado-resort-casino-reno/tournaments",No,"URL verified - pending scrape"
"Emerald Island Casino","(702) 567-9160","https://emeraldislandcasino.com","120 Market St, Henderson, NV 89015, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/emerald-island-casino/tournaments",No,"URL needs verification"
"Eureka Casino Mesquite","(702) 346-4600","https://eurekamesquite.com","275 Mesa Blvd, Mesquite, NV 89027, Mesquite, NV","Mesquite","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/eureka-casino-mesquite/tournaments",No,"URL needs verification"
"Gold Coast Poker","(702) 367-7111","https://goldcoastcasino.com","4000 W Flamingo Rd, Las Vegas, NV 89103, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/gold-coast-poker/tournaments",No,"URL needs verification"
"Golden Nugget Las Vegas","(702) 386-8383","https://goldennugget.com/las-vegas/poker","129 E Fremont St, Las Vegas, NV 89101, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/golden-nugget-las-vegas/tournaments",No,"URL needs verification"
"Golden Nugget Laughlin","(702) 386-8383","https://goldennugget.com/las-vegas/poker","129 E Fremont St, Las Vegas, NV 89101, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/tropicana-laughlin/tournaments",No,"URL verified - pending scrape"
"Grand Sierra Resort","(775) 789-2000","https://grandsierraresort.com","2500 E 2nd St, Reno, NV 89595, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-sierra-resort/tournaments",No,"Scrape failed - needs retry"
"Harrahs Las Vegas Poker","(702) 369-5000","https://caesars.com/harrahs-las-vegas","3475 Las Vegas Blvd S, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/harrahs-las-vegas/tournaments",No,"URL verified - pending scrape"
"Harrahs Laughlin","(702) 298-4600","https://caesars.com/harrahs-laughlin","2900 S Casino Dr, Laughlin, NV 89029, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/harrahs-laughlin/tournaments",Yes,"https://www.pokeratlas.com/poker-room/harrahs-laughlin/tournaments"
"Horseshoe Las Vegas","(702) 785-5555","https://horseshoelv.caesars.com","3645 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-las-vegas/tournaments",Yes,"https://www.pokeratlas.com/poker-room/horseshoe-las-vegas/tournaments"
"Jokers Wild Casino","(702) 564-8100","https://jokerswildcasino.com","920 N Boulder Hwy, Henderson, NV 89011, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/jokers-wild-casino/tournaments",No,"URL needs verification"
"Laughlin River Lodge","(702) 298-2535","https://laughlinriverlodge.com","2700 S Casino Dr, Laughlin, NV 89029, Laughlin, NV","Laughlin","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/laughlin-river-lodge/tournaments",No,"URL needs verification"
"M Resort Poker","(702) 797-1000","https://themresort.com","12300 Las Vegas Blvd S, Henderson, NV 89044, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/m-resort-poker/tournaments",No,"URL needs verification"
"Mandalay Bay","(702) 632-7790","https://mgmresorts.com/en/casino/mandalay-bay/poker-room.html","3950 S Las Vegas Blvd, Las Vegas, NV 89119, Las Vegas, NV","Las Vegas","NV","10am-4am (Wed-Mon), Closed (Tue) | 10am-4am (Wed-Mon)","https://www.pokeratlas.com/poker-room/mandalay-bay-poker/tournaments",No,"URL verified - pending scrape"
"Mandalay Bay Poker","(702) 632-7777","https://mandalaybay.mgmresorts.com","3950 Las Vegas Blvd S, Las Vegas, NV 89119, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mandalay-bay-poker/tournaments",No,"Scrape failed - needs retry"
"MGM Grand Poker","(702) 891-1111","https://mgmgrand.mgmresorts.com","3799 Las Vegas Blvd S, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mgm-grand/tournaments",No,"URL verified - pending scrape"
"New York New York","(702) 740-6969","https://newyorknewyork.mgmresorts.com","3900 S Las Vegas Blvd, Las Vegas, NV 89119, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/new-york-new-york/tournaments",No,"URL needs verification"
"Nugget Casino Reno","(775) 356-3300","https://nuggetcasinoresort.com","1100 Nugget Ave, Sparks, NV 89431, Sparks, NV","Sparks","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/nugget-casino-resort-sparks/tournaments",No,"URL verified - pending scrape"
"Pahrump Nugget","(775) 751-6500","https://pahrumpnugget.com","681 S Hwy 160, Pahrump, NV 89048, Pahrump, NV","Pahrump","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/pahrump-nugget/tournaments",No,"URL needs verification"
"Palace Station","(702) 367-2411","https://palacestation.sclv.com","2411 W Sahara Ave, Las Vegas, NV 89102, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/texas-station-gambling-hall-hotel/tournaments",No,"Scrape failed - needs retry"
"Palace Station Poker","(702) 367-2411","https://palacestation.sclv.com","2411 W Sahara Ave, Las Vegas, NV 89102, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/palace-station-poker/tournaments",No,"URL needs verification"
"Paris Las Vegas","(702) 632-7777","https://parismgmresorts.com","3799 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/paris-las-vegas/tournaments",No,"URL verified - pending scrape"
"Peppermill Reno","(775) 826-2121","https://peppermillreno.com","2707 S Virginia St, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/peppermill-reno/tournaments",Yes,"https://www.pokeratlas.com/poker-room/peppermill-reno/tournaments"
"Peppermill Resort Reno","(775) 689-7275","https://peppermillreno.com/poker","2707 South Virginia Street, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/peppermill-resort-reno/tournaments",No,"URL needs verification"
"Peppermill Resort Spa Casino","(775) 689-7275","https://peppermillreno.com/poker","2707 South Virginia Street, Reno, NV 89502, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/peppermill-resort-spa-casino/tournaments",No,"Scrape failed - needs retry"
"Planet Hollywood Resort","(702) 369-5000","https://planethollyoodresort.com","3667 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/planet-hollywood-resort/tournaments",No,"URL needs verification"
"Poker Palace","(702) 649-3799","https://pokerpalace.com","2757 Las Vegas Blvd N, North Las Vegas, NV 89030, North Las Vegas, NV","North Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/poker-palace/tournaments",No,"URL needs verification"
"Rail City Casino","(775) 359-9440","https://railcity.com/poker","2121 Victorian Avenue, Sparks, NV 89431, Sparks, NV","Sparks","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/rail-city-casino/tournaments",No,"URL verified - pending scrape"
"Railroad Pass Casino","(702) 294-5000","https://railroadpass.com","2800 S Boulder Hwy, Henderson, NV 89002, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/railroad-pass-casino/tournaments",No,"URL needs verification"
"Rampart Casino","(702) 507-5900","https://rampartcasino.com","221 N Rampart Blvd, Las Vegas, NV 89145, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/rampart-casino/tournaments",No,"URL needs verification"
"Red Rock Casino","(702) 797-7766","https://redrockresort.com/poker","11011 W Charleston Blvd, Las Vegas, NV 89135, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/red-rock-casino-resort-spa/tournaments",No,"URL verified - pending scrape"
"Red Rock Poker Room","(702) 797-7777","https://redrock.sclv.com","11011 W Charleston Blvd, Las Vegas, NV 89135, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/red-rock-poker-room/tournaments",No,"URL needs verification"
"Resorts World Las Vegas","(702) 676-7680","https://rwlasvegas.com/poker-room","3000 S Las Vegas Blvd, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/resorts-world-las-vegas/tournaments",Yes,"https://www.pokeratlas.com/poker-room/resorts-world-las-vegas/tournaments"
"Resorts World Poker","(702) 676-7000","https://rwlasvegas.com","3000 Las Vegas Blvd S, Las Vegas, NV 89109, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/resorts-world-poker/tournaments",No,"URL needs verification"
"Sam Town Las Vegas","(702) 454-8092","https://samstownlv.boydgaming.com/casino/poker-room","5111 Boulder Highway, Las Vegas, NV 89122, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sam-town-las-vegas/tournaments",No,"URL needs verification"
"Sams Town Poker","(702) 456-7777","https://samstownlv.com","5111 Boulder Hwy, Las Vegas, NV 89122, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sams-town-poker/tournaments",No,"URL needs verification"
"Silver Legacy","(775) 325-7401","https://silverlegacy.com","407 N Virginia St, Reno, NV 89501, Reno, NV","Reno","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/silver-legacy-resort-casino/tournaments",No,"URL verified - pending scrape"
"Silver Legacy Resort Casino","(775) 329-4777","https://silverlegacyreno.com/poker","407 N Virginia St, Reno, NV 89501, Reno, NV","Reno","NV","9:00 AM - 3:00 AM (Sun-Mon) | 24 Hours (Tue-Sat)","https://www.pokeratlas.com/poker-room/silver-legacy-resort-casino/tournaments",No,"Scrape failed - needs retry"
"Silverton Casino","(702) 263-7777","https://silvertoncasino.com","3333 Blue Diamond Rd, Las Vegas, NV 89139, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/silverton-casino/tournaments",No,"URL needs verification"
"Skyline Casino Henderson","(702) 565-9116","https://playatskyline.com","1741 N Boulder Hwy, Henderson, NV 89011, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/skyline-casino-henderson/tournaments",No,"URL needs verification"
"South Point Casino","(702) 797-8073","https://southpointcasino.com/casino/poker-room","9777 Las Vegas Blvd S, Las Vegas, NV 89183, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/south-point-casino/tournaments",No,"URL needs verification"
"South Point Poker Room","(702) 796-7111","https://southpointcasino.com","9777 Las Vegas Blvd S, Las Vegas, NV 89183, Las Vegas, NV","Las Vegas","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/south-point-hotel-casino/tournaments",No,"URL verified - pending scrape"
"Station Casinos Green Valley","(702) 617-7777","https://greenvalleyranch.sclv.com","2300 Paseo Verde Pkwy, Henderson, NV 89052, Henderson, NV","Henderson","NV","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/green-valley-ranch-resort-spa-casino/tournaments",No,"URL verified - pending scrape"
