Venue Name,City,State,Venue Website,Verified,PokerAtlas URL,Status
"Horseshoe Tunica","Tunica","MS","https://caesars.com/horseshoe-tunica/poker",YES,"https://www.pokeratlas.com/poker-room/fitz-tunica-casino-hotel/tournaments","no_data"
"Horseshoe Tunica","Robinsonville","MS","https://caesars.com/horseshoe-tunica",NO,"https://www.pokeratlas.com/poker-room/horseshoe-tunica/tournaments","ready"
"IP Casino Resort","Biloxi","MS","https://ipbiloxi.com",NO,"https://www.pokeratlas.com/poker-room/ip-casino-resort/tournaments","no_data"
"IP Casino Resort Spa","Biloxi","MS","https://ipbiloxi.boydgaming.com/casino/poker-room",YES,"https://www.pokeratlas.com/poker-room/ip-casino-resort-spa/tournaments","no_data"
"Island View Casino","Gulfport","MS","https://islandviewcasino.com",NO,"https://www.pokeratlas.com/poker-room/island-view-casino/tournaments","ready"
"Palace Casino Biloxi","Biloxi","MS","https://palacecasinoresort.com",YES,"https://www.pokeratlas.com/poker-room/hard-rock-hotel-casino-biloxi/tournaments","no_data"
"Sam's Town Tunica","Robinsonville","MS","https://samstowntunica.com",YES,"https://www.pokeratlas.com/poker-room/sams-town-hotel-gambling-hall-tunica/tournaments","no_data"
"Scarlet Pearl Casino","Diberville","MS","https://scarletpearlcasino.com",YES,"https://www.pokeratlas.com/poker-room/scarlet-pearl-casino-resort/tournaments","no_data"
"Silver Slipper Casino","Bay St Louis","MS","https://silverslipper-ms.com",YES,"https://www.pokeratlas.com/poker-room/silver-slipper-casino/tournaments","no_data"
"Treasure Bay Casino","Biloxi","MS","https://treasurebay.com",NO,"https://www.pokeratlas.com/poker-room/treasure-bay-casino/tournaments","ready"
"Crystal Lounge","Great Falls","MT","https://crystalloungemt.com",NO,"https://www.pokeratlas.com/poker-room/crystal-lounge/tournaments","ready"
"Glacier Peaks Casino","Browning","MT","https://glacierpeakscasino.com",NO,"https://www.pokeratlas.com/poker-room/glacier-peaks-casino/tournaments","ready"
"Jakes Bar Missoula","Missoula","MT","https://jakesbar.com",NO,"https://www.pokeratlas.com/poker-room/jakes-bar-missoula/tournaments","ready"
"Lucky Lils Casino","Billings","MT","https://luckylils.com",NO,"https://www.pokeratlas.com/poker-room/lucky-lils-casino/tournaments","ready"
"Montana Club Casino","Great Falls","MT","https://montanaclub.com",NO,"https://www.pokeratlas.com/poker-room/montana-club-casino/tournaments","ready"
"Oasis Casino Butte","Butte","MT","https://oasiscasino.com",NO,"https://www.pokeratlas.com/poker-room/oasis-casino-butte/tournaments","ready"
"Silver Dollar Casino","Kalispell","MT","https://silverdollarmt.com",NO,"https://www.pokeratlas.com/poker-room/silver-dollar-casino/tournaments","ready"
"Stockmans Bar","Missoula","MT","https://stockmansbar.com",NO,"https://www.pokeratlas.com/poker-room/stockmans-bar/tournaments","ready"
"The Office Bar","Bozeman","MT","https://theofficebozeman.com",NO,"https://www.pokeratlas.com/poker-room/the-office-bar/tournaments","ready"
"Town Pump Casino","Helena","MT","https://townpump.com",NO,"https://www.pokeratlas.com/poker-room/town-pump-casino/tournaments","ready"
"Catawba Two Kings Casino","Kings Mountain","NC","https://catawbatwokingscasino.com",NO,"https://www.pokeratlas.com/poker-room/catawba-two-kings-casino/tournaments","no_data"
"Cherokee Harrahs Cherokee","Cherokee","NC","https://caesars.com/harrahs-cherokee/poker",NO,"https://www.pokeratlas.com/poker-room/cherokee-harrahs-cherokee/tournaments","ready"
"Harrahs Cherokee","Cherokee","NC","https://caesars.com/harrahs-cherokee",YES,"https://www.pokeratlas.com/poker-room/harrahs-cherokee-casino-resort/tournaments","no_data"
"Harrahs Cherokee Valley River","Murphy","NC","https://caesars.com/harrahs-cherokee-valley-river",YES,"https://www.pokeratlas.com/poker-room/harrahs-cherokee-valley-river-casino-hotel/tournaments","no_data"
"Lucky Charm Casino","Charlotte","NC","https://luckycharmcasino.com",NO,"https://www.pokeratlas.com/poker-room/lucky-charm-casino/tournaments","ready"
"Raleigh Poker Club","Raleigh","NC","https://raleighpoker.com",NO,"https://www.pokeratlas.com/poker-room/raleigh-poker-club/tournaments","ready"
"4 Bears Casino","New Town","ND","https://4bearscasino.com",NO,"https://www.pokeratlas.com/poker-room/4-bears-casino/tournaments","ready"
"Bismarck Poker Room","Bismarck","ND","https://bismarckpoker.com",NO,"https://www.pokeratlas.com/poker-room/bismarck-poker-room/tournaments","ready"
"Dakota Magic Casino","Hankinson","ND","https://dakotamagic.com",NO,"https://www.pokeratlas.com/poker-room/dakota-magic-casino/tournaments","ready"
"Dickinson Poker","Dickinson","ND","https://dickinsonpoker.com",NO,"https://www.pokeratlas.com/poker-room/dickinson-poker/tournaments","ready"
"Grand Forks Poker","Grand Forks","ND","https://gfpoker.com",NO,"https://www.pokeratlas.com/poker-room/grand-forks-poker/tournaments","ready"
"Sky Dancer Casino","Belcourt","ND","https://skydancercasino.com",NO,"https://www.pokeratlas.com/poker-room/sky-dancer-casino/tournaments","ready"
"Spirit Lake Casino","St Michael","ND","https://spiritlakecasino.com",NO,"https://www.pokeratlas.com/poker-room/spirit-lake-casino/tournaments","ready"
"West Fargo Poker Club","West Fargo","ND","https://westfargopoker.com",NO,"https://www.pokeratlas.com/poker-room/west-fargo-poker-club/tournaments","ready"
"Williston Poker Room","Williston","ND","https://willistonpoker.com",NO,"https://www.pokeratlas.com/poker-room/williston-poker-room/tournaments","ready"
"Grand Island Casino","Grand Island","NE","https://grandislandcasino.com",NO,"https://www.pokeratlas.com/poker-room/grand-island-casino/tournaments","ready"
"Iron Horse Casino","Emerson","NE","https://winnebagocasinos.com",NO,"https://www.pokeratlas.com/poker-room/iron-horse-casino/tournaments","ready"
"Ohiya Casino","Niobrara","NE","https://ohiyacasino.com",NO,"https://www.pokeratlas.com/poker-room/ohiya-casino/tournaments","ready"
"WarHorse Casino Lincoln","Lincoln","NE","https://warhorsecasino.com",YES,"https://www.pokeratlas.com/poker-room/warhorse-casino-lincoln/tournaments","no_data"
"WarHorse Casino Omaha","Omaha","NE","https://warhorsecasino.com",YES,"https://www.pokeratlas.com/poker-room/warhorse-casino-omaha/tournaments","no_data"
"Concord Poker Room","Concord","NH","https://concordpoker.com",NO,"https://www.pokeratlas.com/poker-room/concord-poker-room/tournaments","ready"
"Derry Poker Room","Derry","NH","https://derrypoker.com",NO,"https://www.pokeratlas.com/poker-room/derry-poker-room/tournaments","ready"
"Filotimo Casino","Claremont","NH","https://revocasino.com/revo-manchester",NO,"https://www.pokeratlas.com/poker-room/filotimo-casino/tournaments","ready"
"Hampton Falls Poker Room","Hampton Falls","NH","https://nhpoker.com",NO,"https://www.pokeratlas.com/poker-room/hampton-falls-poker-room/tournaments","ready"
"Manchester Poker Club","Manchester","NH","https://manchesterpoker.com",NO,"https://www.pokeratlas.com/poker-room/manchester-poker-club/tournaments","ready"
"Portsmouth Poker","Portsmouth","NH","https://portsmouthpoker.com",NO,"https://www.pokeratlas.com/poker-room/portsmouth-poker/tournaments","ready"
"Seabrook Poker Room","Seabrook","NH","https://seabrookpoker.com",NO,"https://www.pokeratlas.com/poker-room/seabrook-poker-room/tournaments","no_data"
"The Brook Casino","Seabrook","NH","https://livefreeandplay.com/casino/poker",NO,"https://www.pokeratlas.com/poker-room/the-brook-casino/tournaments","ready"
"Borgata Hotel Casino","Atlantic City","NJ","https://borgata.mgmresorts.com/en/casino/poker.html",NO,"https://www.pokeratlas.com/poker-room/borgata-hotel-casino/tournaments","no_data"
"Borgata Hotel Casino & Spa","Atlantic City","NJ","https://borgata.mgmresorts.com/en/casino/poker.html",YES,"https://www.pokeratlas.com/poker-room/borgata-hotel-casino-spa/tournaments","no_data"
"Borgata Poker Room","Atlantic City","NJ","https://theborgata.com",NO,"https://www.pokeratlas.com/poker-room/borgata-poker-room/tournaments","no_data"
"Caesars Atlantic City","Atlantic City","NJ","https://caesars.com/caesars-ac/poker",NO,"https://www.pokeratlas.com/poker-room/caesars-atlantic-city/tournaments","ready"
"Hard Rock Atlantic City","Atlantic City","NJ","https://hardrockhotelatlanticcity.com",YES,"https://www.pokeratlas.com/poker-room/hard-rock-hotel-casino-atlantic-city/tournaments","no_data"
"Harrahs Atlantic City","Atlantic City","NJ","https://caesars.com/harrahs-ac/casino/poker-room",YES,"https://www.pokeratlas.com/poker-room/harrahs-atlantic-city/tournaments","no_data"
"Harrahs Atlantic City Poker","Atlantic City","NJ","https://caesars.com/harrahs-ac",YES,"https://www.pokeratlas.com/poker-room/golden-nugget-atlantic-city/tournaments","no_data"
"Harrahs Resort Atlantic City","Atlantic City","NJ","https://caesars.com/harrahs-ac/casino/poker-room",NO,"https://www.pokeratlas.com/poker-room/harrahs-resort-atlantic-city/tournaments","ready"
"Ocean Casino Resort","Atlantic City","NJ","https://theoceanac.com",YES,"https://www.pokeratlas.com/poker-room/ocean-casino-resort/tournaments","no_data"
"Tropicana Atlantic City","Atlantic City","NJ","https://caesars.com/tropicana-ac/casino/poker-room",YES,"https://www.pokeratlas.com/poker-room/tropicana-atlantic-city/tournaments","no_data"
"Tropicana Atlantic City Poker","Atlantic City","NJ","https://tropicana.net",NO,"https://www.pokeratlas.com/poker-room/tropicana-atlantic-city-poker/tournaments","ready"
"Inn of the Mountain Gods","Mescalero","NM","https://innofthemountaingods.com",YES,"https://www.pokeratlas.com/poker-room/inn-mountain-gods-resort-casino/tournaments","no_data"
"Isleta Casino","Albuquerque","NM","https://isletacasino.com",NO,"https://www.pokeratlas.com/poker-room/isleta-casino/tournaments","ready"
"Isleta Resort & Casino","Albuquerque","NM","https://isleta.com",NO,"https://www.pokeratlas.com/poker-room/isleta-resort-and-casino/tournaments","ready"
"Isleta Resort Casino","Albuquerque","NM","https://isleta.com",NO,"https://www.pokeratlas.com/poker-room/isleta-resort-casino/tournaments","no_data"
"Sandia Casino","Albuquerque","NM","https://sandiacasino.com",NO,"https://www.pokeratlas.com/poker-room/sandia-casino/tournaments","ready"
"Sandia Resort & Casino","Albuquerque","NM","https://sandiapokertulsa.com",YES,"https://www.pokeratlas.com/poker-room/sandia-resort-casino/tournaments","no_data"
"Santa Ana Star Casino","Bernalillo","NM","https://santaanastar.com",NO,"https://www.pokeratlas.com/poker-room/santa-ana-star-casino/tournaments","ready"
"SunRay Park Casino","Farmington","NM","https://sunrayparkandcasino.com",NO,"https://www.pokeratlas.com/poker-room/sunray-park-casino/tournaments","no_data"
"Zia Park Casino","Hobbs","NM","https://ziapark.com",NO,"https://www.pokeratlas.com/poker-room/zia-park-casino/tournaments","no_data"
"Aquarius Casino","Laughlin","NV","https://aquariuscasinoresort.com",NO,"https://www.pokeratlas.com/poker-room/aquarius-casino/tournaments","no_data"
"Aria Casino","Las Vegas","NV","https://aria.mgmresorts.com",NO,"https://www.pokeratlas.com/poker-room/aria-casino/tournaments","ready"
"Aria Casino Poker","Las Vegas","NV","https://aria.mgmresorts.com",NO,"https://www.pokeratlas.com/poker-room/aria-casino-poker/tournaments","ready"
"Aria Poker Room","Las Vegas","NV","https://aria.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/aria/tournaments","no_data"
"Arizona Charlies Decatur","Las Vegas","NV","https://arizonacharliesdecatur.com",NO,"https://www.pokeratlas.com/poker-room/arizona-charlies-decatur/tournaments","ready"
"Atlantis Casino","Reno","NV","https://atlantiscasino.com",NO,"https://www.pokeratlas.com/poker-room/atlantis-casino/tournaments","no_data"
"Atlantis Casino Reno","Reno","NV","https://atlantiscasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/circus-circus-reno/tournaments","no_data"
"Atlantis Casino Resort Spa","Reno","NV","https://atlantiscasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/atlantis-casino-resort-spa/tournaments","no_data"
"Avi Casino","Laughlin","NV","https://avicasino.com",NO,"https://www.pokeratlas.com/poker-room/avi-casino/tournaments","ready"
"Bellagio","Las Vegas","NV","https://bellagio.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/bellagio/tournaments","no_data"
"Bighorn Casino","North Las Vegas","NV","https://bighorncasino.net",NO,"https://www.pokeratlas.com/poker-room/bighorn-casino/tournaments","no_data"
"Binions Gambling Hall","Las Vegas","NV","https://binions.com",NO,"https://www.pokeratlas.com/poker-room/binions-gambling-hall/tournaments","no_data"
"Boulder Station","Las Vegas","NV","https://boulderstation.sclv.com",YES,"https://www.pokeratlas.com/poker-room/boulder-station-hotel-casino/tournaments","no_data"
"Caesars Palace Poker","Las Vegas","NV","https://caesars.com/caesars-palace",YES,"https://www.pokeratlas.com/poker-room/caesars-palace/tournaments","no_data"
"CasaBlanca Casino","Mesquite","NV","https://casablancaresort.com",NO,"https://www.pokeratlas.com/poker-room/casablanca-casino/tournaments","no_data"
"Circus Circus Las Vegas","Las Vegas","NV","https://circuscircus.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/circus-circus-las-vegas/tournaments","no_data"
"Club Fortune Casino","Henderson","NV","https://clubfortunecasino.com",NO,"https://www.pokeratlas.com/poker-room/club-fortune-casino/tournaments","no_data"
"Cosmopolitan of Las Vegas","Las Vegas","NV","https://cosmopolitanlasvegas.com",NO,"https://www.pokeratlas.com/poker-room/cosmopolitan-of-las-vegas/tournaments","ready"
"Edge Water Casino","Laughlin","NV","https://edgewater-casino.com",NO,"https://www.pokeratlas.com/poker-room/edge-water-casino/tournaments","ready"
"El Cortez Poker","Las Vegas","NV","https://elcortezhotelcasino.com",NO,"https://www.pokeratlas.com/poker-room/el-cortez-poker/tournaments","ready"
"Eldorado Casino Henderson","Henderson","NV","https://eldoradocasino.com",NO,"https://www.pokeratlas.com/poker-room/eldorado-casino-henderson/tournaments","ready"
"Eldorado Reno","Reno","NV","https://eldoradoreno.com",YES,"https://www.pokeratlas.com/poker-room/eldorado-resort-casino-reno/tournaments","no_data"
"Emerald Island Casino","Henderson","NV","https://emeraldislandcasino.com",NO,"https://www.pokeratlas.com/poker-room/emerald-island-casino/tournaments","no_data"
"Eureka Casino Mesquite","Mesquite","NV","https://eurekamesquite.com",NO,"https://www.pokeratlas.com/poker-room/eureka-casino-mesquite/tournaments","ready"
"Gold Coast Poker","Las Vegas","NV","https://goldcoastcasino.com",NO,"https://www.pokeratlas.com/poker-room/gold-coast-poker/tournaments","ready"
"Golden Nugget Las Vegas","Las Vegas","NV","https://goldennugget.com/las-vegas/poker",NO,"https://www.pokeratlas.com/poker-room/golden-nugget-las-vegas/tournaments","ready"
"Golden Nugget Laughlin","Laughlin","NV","https://goldennugget.com/las-vegas/poker",YES,"https://www.pokeratlas.com/poker-room/tropicana-laughlin/tournaments","no_data"
"Grand Sierra Resort","Reno","NV","https://grandsierraresort.com",YES,"https://www.pokeratlas.com/poker-room/grand-sierra-resort/tournaments","no_data"
"Harrahs Las Vegas Poker","Las Vegas","NV","https://caesars.com/harrahs-las-vegas",YES,"https://www.pokeratlas.com/poker-room/harrahs-las-vegas/tournaments","no_data"
"Harrahs Laughlin","Laughlin","NV","https://caesars.com/harrahs-laughlin",YES,"https://www.pokeratlas.com/poker-room/harrahs-laughlin/tournaments","complete"
"Horseshoe Las Vegas","Las Vegas","NV","https://horseshoelv.caesars.com",YES,"https://www.pokeratlas.com/poker-room/horseshoe-las-vegas/tournaments","no_data"
"Jokers Wild Casino","Henderson","NV","https://jokerswildcasino.com",NO,"https://www.pokeratlas.com/poker-room/jokers-wild-casino/tournaments","ready"
"Laughlin River Lodge","Laughlin","NV","https://laughlinriverlodge.com",NO,"https://www.pokeratlas.com/poker-room/laughlin-river-lodge/tournaments","ready"
"M Resort Poker","Henderson","NV","https://themresort.com",NO,"https://www.pokeratlas.com/poker-room/m-resort-poker/tournaments","ready"
"Mandalay Bay","Las Vegas","NV","https://mgmresorts.com/en/casino/mandalay-bay/poker-room.html",YES,"https://www.pokeratlas.com/poker-room/mandalay-bay-poker/tournaments","no_data"
"Mandalay Bay Poker","Las Vegas","NV","https://mandalaybay.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/mandalay-bay-poker/tournaments","no_data"
"MGM Grand Poker","Las Vegas","NV","https://mgmgrand.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/mgm-grand/tournaments","no_data"
"New York New York","Las Vegas","NV","https://newyorknewyork.mgmresorts.com",NO,"https://www.pokeratlas.com/poker-room/new-york-new-york/tournaments","no_data"
"Nugget Casino Reno","Sparks","NV","https://nuggetcasinoresort.com",YES,"https://www.pokeratlas.com/poker-room/nugget-casino-resort-sparks/tournaments","no_data"
"Pahrump Nugget","Pahrump","NV","https://pahrumpnugget.com",NO,"https://www.pokeratlas.com/poker-room/pahrump-nugget/tournaments","ready"
"Palace Station","Las Vegas","NV","https://palacestation.sclv.com",YES,"https://www.pokeratlas.com/poker-room/texas-station-gambling-hall-hotel/tournaments","no_data"
"Palace Station Poker","Las Vegas","NV","https://palacestation.sclv.com",NO,"https://www.pokeratlas.com/poker-room/palace-station-poker/tournaments","ready"
"Paris Las Vegas","Las Vegas","NV","https://parismgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/paris-las-vegas/tournaments","no_data"
"Peppermill Reno","Reno","NV","https://peppermillreno.com",NO,"https://www.pokeratlas.com/poker-room/peppermill-reno/tournaments","ready"
"Peppermill Resort Reno","Reno","NV","https://peppermillreno.com/poker",NO,"https://www.pokeratlas.com/poker-room/peppermill-resort-reno/tournaments","ready"
"Peppermill Resort Spa Casino","Reno","NV","https://peppermillreno.com/poker",YES,"https://www.pokeratlas.com/poker-room/peppermill-resort-spa-casino/tournaments","no_data"
"Planet Hollywood Resort","Las Vegas","NV","https://planethollyoodresort.com",NO,"https://www.pokeratlas.com/poker-room/planet-hollywood-resort/tournaments","ready"
"Poker Palace","North Las Vegas","NV","https://pokerpalace.com",NO,"https://www.pokeratlas.com/poker-room/poker-palace/tournaments","ready"
"Rail City Casino","Sparks","NV","https://railcity.com/poker",YES,"https://www.pokeratlas.com/poker-room/rail-city-casino/tournaments","no_data"
"Railroad Pass Casino","Henderson","NV","https://railroadpass.com",NO,"https://www.pokeratlas.com/poker-room/railroad-pass-casino/tournaments","ready"
"Rampart Casino","Las Vegas","NV","https://rampartcasino.com",NO,"https://www.pokeratlas.com/poker-room/rampart-casino/tournaments","ready"
"Red Rock Casino","Las Vegas","NV","https://redrockresort.com/poker",YES,"https://www.pokeratlas.com/poker-room/red-rock-casino-resort-spa/tournaments","no_data"
"Red Rock Poker Room","Las Vegas","NV","https://redrock.sclv.com",NO,"https://www.pokeratlas.com/poker-room/red-rock-poker-room/tournaments","ready"
"Resorts World Las Vegas","Las Vegas","NV","https://rwlasvegas.com/poker-room",YES,"https://www.pokeratlas.com/poker-room/resorts-world-las-vegas/tournaments","complete"
"Resorts World Poker","Las Vegas","NV","https://rwlasvegas.com",NO,"https://www.pokeratlas.com/poker-room/resorts-world-poker/tournaments","ready"
"Sam Town Las Vegas","Las Vegas","NV","https://samstownlv.boydgaming.com/casino/poker-room",NO,"https://www.pokeratlas.com/poker-room/sam-town-las-vegas/tournaments","ready"
"Sams Town Poker","Las Vegas","NV","https://samstownlv.com",NO,"https://www.pokeratlas.com/poker-room/sams-town-poker/tournaments","ready"
"Silver Legacy","Reno","NV","https://silverlegacy.com",YES,"https://www.pokeratlas.com/poker-room/silver-legacy-resort-casino/tournaments","no_data"
"Silver Legacy Resort Casino","Reno","NV","https://silverlegacyreno.com/poker",YES,"https://www.pokeratlas.com/poker-room/silver-legacy-resort-casino/tournaments","no_data"
"Silverton Casino","Las Vegas","NV","https://silvertoncasino.com",NO,"https://www.pokeratlas.com/poker-room/silverton-casino/tournaments","no_data"
"Skyline Casino Henderson","Henderson","NV","https://playatskyline.com",NO,"https://www.pokeratlas.com/poker-room/skyline-casino-henderson/tournaments","ready"
"South Point Casino","Las Vegas","NV","https://southpointcasino.com/casino/poker-room",NO,"https://www.pokeratlas.com/poker-room/south-point-casino/tournaments","ready"
"South Point Poker Room","Las Vegas","NV","https://southpointcasino.com",YES,"https://www.pokeratlas.com/poker-room/south-point-hotel-casino/tournaments","no_data"
"Station Casinos Green Valley","Henderson","NV","https://greenvalleyranch.sclv.com",YES,"https://www.pokeratlas.com/poker-room/green-valley-ranch-resort-spa-casino/tournaments","no_data"
"Sunset Station","Henderson","NV","https://sunsetstation.sclv.com",YES,"https://www.pokeratlas.com/poker-room/sunset-station-hotel-casino/tournaments","no_data"
"The D Poker Room","Las Vegas","NV","https://thed.com",YES,"https://www.pokeratlas.com/poker-room/western-village-inn-casino/tournaments","no_data"
"The Linq Hotel & Casino","Las Vegas","NV","https://linqhotel.com",YES,"https://www.pokeratlas.com/poker-room/linq-hotel-experience/tournaments","no_data"
"The Pass Casino","Henderson","NV","https://thepasscasino.com",NO,"https://www.pokeratlas.com/poker-room/the-pass-casino/tournaments","no_data"
"The Strat Hotel Casino","Las Vegas","NV","https://thestrat.com",YES,"https://www.pokeratlas.com/poker-room/strat-hotel-casino-skypod/tournaments","no_data"
"The Venetian Poker","Las Vegas","NV","https://venetianlasvegas.com",NO,"https://www.pokeratlas.com/poker-room/the-venetian-poker/tournaments","ready"
"The Venetian Resort","Las Vegas","NV","https://venetian.com",YES,"https://www.pokeratlas.com/poker-room/venetian-resort-las-vegas/tournaments","no_data"
"Tonopah Station","Tonopah","NV","https://tonopahlodgingandcasino.com",NO,"https://www.pokeratlas.com/poker-room/tonopah-station/tournaments","ready"
"Venetian Las Vegas","Las Vegas","NV","https://venetian.com",NO,"https://www.pokeratlas.com/poker-room/venetian-las-vegas/tournaments","ready"
"Venetian Poker Room","Las Vegas","NV","https://venetian.com",NO,"https://www.pokeratlas.com/poker-room/venetian-poker-room/tournaments","ready"
"Virgin River Casino","Mesquite","NV","https://virginriver.com",NO,"https://www.pokeratlas.com/poker-room/virgin-river-casino/tournaments","no_data"
"Wendover Nugget","West Wendover","NV","https://nuggetcasinoresort.com/poker",NO,"https://www.pokeratlas.com/poker-room/wendover-nugget/tournaments","ready"
"Westgate Las Vegas","Las Vegas","NV","https://westgateresorts.com/hotels/nevada/las-vegas/westgate-las-vegas-resort-casino/casino/poker",YES,"https://www.pokeratlas.com/poker-room/westgate-las-vegas-resort-casino/tournaments","no_data"
"Wynn Las Vegas","Las Vegas","NV","https://wynnlasvegas.com",YES,"https://www.pokeratlas.com/poker-room/ballys-las-vegas/tournaments","no_data"
"Wynn Poker Room","Las Vegas","NV","https://wynnlasvegas.com",NO,"https://www.pokeratlas.com/poker-room/wynn-poker-room/tournaments","ready"
"Akwesasne Mohawk Casino","Hogansburg","NY","https://mohawkcasino.com",YES,"https://www.pokeratlas.com/poker-room/akwesasne-mohawk-casino-resort/tournaments","no_data"
"del Lago Resort & Casino","Waterloo","NY","https://dellagoresort.com/poker",NO,"https://www.pokeratlas.com/poker-room/del-lago-resort-and-casino/tournaments","ready"
"del Lago Resort Casino","Waterloo","NY","https://dellagoresort.com",YES,"https://www.pokeratlas.com/poker-room/del-lago-resort-casino/tournaments","no_data"
"Jake's 58 Casino","Islandia","NY","https://jakes58.com",NO,"https://www.pokeratlas.com/poker-room/jakes-58-casino/tournaments","ready"
"Point Place Casino","Bridgeport","NY","https://pointplacecasino.com",YES,"https://www.pokeratlas.com/poker-room/point-place-casino/tournaments","no_data"
"Resorts World Catskills","Monticello","NY","https://rwcatskills.com",YES,"https://www.pokeratlas.com/poker-room/resorts-world-catskills/tournaments","no_data"
"Rivers Casino Schenectady","Schenectady","NY","https://riverscasinoandresort.com",YES,"https://www.pokeratlas.com/poker-room/rivers-casino-resort-schenectady/tournaments","no_data"
"Seneca Allegany Casino","Salamanca","NY","https://senecaalleganycasino.com",NO,"https://www.pokeratlas.com/poker-room/seneca-allegany-casino/tournaments","no_data"
"Seneca Niagara Casino","Niagara Falls","NY","https://senecaniagararesort.com",YES,"https://www.pokeratlas.com/poker-room/seneca-niagara-resort-casino/tournaments","no_data"
"Tioga Downs Casino","Nichols","NY","https://tiogadowns.com",YES,"https://www.pokeratlas.com/poker-room/tioga-downs-casino-resort/tournaments","no_data"
"Turning Stone Casino","Verona","NY","https://turningstone.com",NO,"https://www.pokeratlas.com/poker-room/turning-stone-casino/tournaments","no_data"
"Turning Stone Resort Casino","Verona","NY","https://turningstone.com/gaming/poker-room",YES,"https://www.pokeratlas.com/poker-room/turning-stone-resort-casino/tournaments","no_data"
"Yellow Brick Road Casino","Chittenango","NY","https://ybrcasino.com",NO,"https://www.pokeratlas.com/poker-room/yellow-brick-road-casino/tournaments","ready"
"Akron Poker Club","Akron","OH","https://akronpoker.com",NO,"https://www.pokeratlas.com/poker-room/akron-poker-club/tournaments","ready"
"Cleveland Poker Club","Cleveland","OH","https://clevelandpoker.com",NO,"https://www.pokeratlas.com/poker-room/cleveland-poker-club/tournaments","ready"
"Dayton Poker Room","Dayton","OH","https://daytonpoker.com",NO,"https://www.pokeratlas.com/poker-room/dayton-poker-room/tournaments","ready"
"Hard Rock Casino Cincinnati","Cincinnati","OH","https://hardrockcasinocincinnati.com/casino/poker",NO,"https://www.pokeratlas.com/poker-room/hard-rock-casino-cincinnati/tournaments","ready"
"Hollywood Casino Columbus","Columbus","OH","https://hollywoodcolumbus.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-columbus/tournaments","no_data"
"Hollywood Casino Toledo","Toledo","OH","https://hollywoodtoledo.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-toledo/tournaments","no_data"
"JACK Cincinnati Casino","Cincinnati","OH","https://jackcincinnati.com",YES,"https://www.pokeratlas.com/poker-room/jack-cincinnati-casino/tournaments","no_data"
"Jack Cleveland Casino","Cleveland","OH","https://jackentertainment.com/cleveland/poker",YES,"https://www.pokeratlas.com/poker-room/jack-cleveland-casino/tournaments","no_data"
"JACK Cleveland Casino","Cleveland","OH","https://jackcleveland.com",YES,"https://www.pokeratlas.com/poker-room/jack-cleveland-casino/tournaments","no_data"
"Youngstown Poker Room","Youngstown","OH","https://youngstownpoker.com",NO,"https://www.pokeratlas.com/poker-room/youngstown-poker-room/tournaments","ready"
"Bordertown Casino","Wyandotte","OK","https://bordertowncasino.com",NO,"https://www.pokeratlas.com/poker-room/bordertown-casino/tournaments","no_data"
"Buffalo Run Casino","Miami","OK","https://buffalorun.com",YES,"https://www.pokeratlas.com/poker-room/buffalo-run-casino/tournaments","no_data"
"Cherokee Casino Grove","Grove","OK","https://cherokeecasino.com",NO,"https://www.pokeratlas.com/poker-room/cherokee-casino-grove/tournaments","ready"
"Cherokee Casino South Coffeyville","S Coffeyville","OK","https://cherokeecasino.com",YES,"https://www.pokeratlas.com/poker-room/cherokee-casino-roland/tournaments","no_data"
"Cherokee Casino Tahlequah","Tahlequah","OK","https://cherokeecasino.com",YES,"https://www.pokeratlas.com/poker-room/cherokee-casino-tahlequah/tournaments","no_data"
"Cherokee Casino West Siloam Springs","West Siloam Springs","OK","https://cherokeecasino.com/west-siloam-springs",YES,"https://www.pokeratlas.com/poker-room/cherokee-casino-west-siloam-springs/tournaments","no_data"
"Chisholm Trail Casino","Duncan","OK","https://chisholmtrailcasino.com",NO,"https://www.pokeratlas.com/poker-room/chisholm-trail-casino/tournaments","ready"
"Choctaw Casino Durant","Durant","OK","https://choctawcasinos.com",YES,"https://www.pokeratlas.com/poker-room/choctaw-casino-resort-broken-bow/tournaments","no_data"
"Comanche Nation Casino","Lawton","OK","https://comanchenationcasino.com",NO,"https://www.pokeratlas.com/poker-room/comanche-nation-casino/tournaments","no_data"
"Creek Nation Casino Muscogee","Muscogee","OK","https://creeknationcasino.com",YES,"https://www.pokeratlas.com/poker-room/creek-nation-casino-bristow/tournaments","no_data"
"Downstream Casino","Quapaw","OK","https://downstreamcasino.com",NO,"https://www.pokeratlas.com/poker-room/downstream-casino/tournaments","no_data"
